Date,PM2.5,PM10,CO,station
2013-04-13,65.83333333333333,120.66666666666667,737.375,Dongsi
2013-04-14,34.875,85.66666666666667,517.747017876561,Dongsi
2013-04-15,72.87024623983636,139.58333333333334,1445.5833333333333,Dongsi
2013-04-16,62.916666666666664,136.625,1183.25,Dongsi
2013-04-17,51.833333333333336,84.66666666666667,866.6666666666666,Dongsi
2013-04-18,11.458333333333334,42.916666666666664,268.02354797476863,Dongsi
2013-04-19,49.375,83.45833333333333,794.5643285772734,Dongsi
2013-04-20,73.08333333333333,77.95833333333333,745.8333333333334,Dongsi
2013-04-21,124.95833333333333,143.33333333333334,1116.1246051704313,Dongsi
2013-04-22,167.29166666666666,175.91666666666666,1221.6418965801156,Dongsi
2013-04-23,195.70833333333334,186.20833333333334,1433.125,Dongsi
2013-04-24,96.33333333333333,108.29166666666667,1120.7916666666667,Dongsi
2013-04-25,13.916666666666666,29.916666666666668,483.2916666666667,Dongsi
2013-04-26,73.79166666666667,128.83333333333334,1127.824846079721,Dongsi
2013-04-27,71.45833333333333,124.54166666666667,1162.375,Dongsi
2013-04-28,76.45833333333333,109.83333333333333,1791.375,Dongsi
2013-04-29,20.708333333333332,62.625,433.0409676169865,Dongsi
2013-04-30,24.791666666666668,58.625,399.8153501939947,Dongsi
2013-05-01,41.791666666666664,90.375,654.1666666666666,Dongsi
2013-05-02,80.20833333333333,127.375,1095.7916666666667,Dongsi
2013-05-03,58.583333333333336,77.16666666666667,891.625,Dongsi
2013-05-04,86.04166666666667,115.58333333333333,738.0987931635445,Dongsi
2013-05-05,183.33333333333334,256.375,1603.875,Dongsi
2013-05-06,228.79166666666666,262.2083333333333,1682.102900280666,Dongsi
2013-05-07,169.08333333333334,213.08333333333334,1537.375,Dongsi
2013-05-08,139.51447267298587,167.58333333333334,1604.918412967553,Dongsi
2013-05-09,40.833333333333336,53.416666666666664,702.9774688247768,Dongsi
2013-05-10,54.0,98.16666666666667,700.0,Dongsi
2013-05-11,47.875,136.45833333333334,638.033484215874,Dongsi
2013-05-12,81.75,93.04166666666667,612.6391522952541,Dongsi
2013-05-13,111.08333333333333,187.16666666666666,1878.875,Dongsi
2013-05-14,69.91666666666667,126.375,874.875,Dongsi
2013-05-15,101.70833333333333,152.75,1566.4583333333333,Dongsi
2013-05-16,58.291666666666664,109.58333333333333,1159.0175217921762,Dongsi
2013-05-17,112.20833333333333,135.375,1454.125,Dongsi
2013-05-18,117.375,136.95833333333334,1382.2087849935658,Dongsi
2013-05-19,62.333333333333336,159.70833333333334,708.3333333333334,Dongsi
2013-05-20,51.666666666666664,131.20833333333334,538.1312219414203,Dongsi
2013-05-21,118.54166666666667,219.58333333333334,1568.363017892769,Dongsi
2013-05-22,108.58333333333333,117.75,1334.6122840897294,Dongsi
2013-05-23,86.70833333333333,127.16666666666667,1617.708552821182,Dongsi
2013-05-24,137.875,159.16666666666666,1890.7284918574467,Dongsi
2013-05-25,74.66666666666667,92.20833333333333,1208.2916666666667,Dongsi
2013-05-26,99.33333333333333,106.04166666666667,1762.3333333333333,Dongsi
2013-05-27,67.08333333333333,65.83333333333333,1206.43464093526,Dongsi
2013-05-28,75.625,67.125,1177.2160267950221,Dongsi
2013-05-29,13.583333333333334,46.083333333333336,354.1666666666667,Dongsi
2013-05-30,61.75,128.04166666666666,874.3943064253458,Dongsi
2013-05-31,92.66666666666667,132.58333333333334,1033.2916666666667,Dongsi
2013-06-01,74.25,109.375,803.3267074593155,Dongsi
2013-06-02,160.58333333333334,157.58333333333334,1766.375,Dongsi
2013-06-03,121.79166666666667,129.45833333333334,1603.9583333333333,Dongsi
2013-06-04,123.375,125.25,2058.125,Dongsi
2013-06-05,73.20962462570735,96.04166666666667,1353.5716451870778,Dongsi
2013-06-06,91.47791881251568,107.8094870472611,1799.875,Dongsi
2013-06-07,127.54166666666667,139.375,2803.6666666666665,Dongsi
2013-06-08,170.08333333333334,192.875,2879.0416666666665,Dongsi
2013-06-09,51.333333333333336,61.416666666666664,1247.135081325001,Dongsi
2013-06-10,24.083333333333332,29.583333333333332,887.4166666666666,Dongsi
2013-06-11,61.083333333333336,77.83333333333333,1327.922588306371,Dongsi
2013-06-12,57.041666666666664,64.75,4240.267018010269,Dongsi
2013-06-13,111.25,129.04166666666666,7328.213814104656,Dongsi
2013-06-14,112.54166666666667,158.16666666666666,10230.25415428954,Dongsi
2013-06-15,130.0,173.29166666666666,12950.539278580089,Dongsi
2013-06-16,178.125,173.29166666666666,15493.220426991471,Dongsi
2013-06-17,41.666666666666664,43.833333333333336,17862.448839538854,Dongsi
2013-06-18,46.458333333333336,82.83333333333333,20062.375756237412,Dongsi
2013-06-19,50.958333333333336,86.45833333333333,22097.15241710231,Dongsi
2013-06-20,74.375,130.08333333333334,23970.930062148716,Dongsi
2013-06-21,60.291666666666664,85.75,25687.8599313918,Dongsi
2013-06-22,52.5,44.291666666666664,27252.09326484673,Dongsi
2013-06-23,61.291666666666664,53.583333333333336,28667.781302528685,Dongsi
2013-06-24,107.41666666666667,98.875,29939.07528445282,Dongsi
2013-06-25,124.33333333333333,103.79166666666667,31070.12645063431,Dongsi
2013-06-26,166.0,131.0,32065.08604108832,Dongsi
2013-06-27,118.33333333333333,115.0,32928.105295830035,Dongsi
2013-06-28,325.7083333333333,304.2916666666667,33663.33545487461,Dongsi
2013-06-29,102.83333333333333,91.83333333333333,34274.9277582372,Dongsi
2013-06-30,204.79166666666666,173.91666666666666,34767.033445933,Dongsi
2013-07-01,162.125,134.20833333333334,35143.80375797717,Dongsi
2013-07-02,15.416666666666666,23.125,35409.389934384875,Dongsi
2013-07-03,31.541666666666668,57.291666666666664,35567.94321517129,Dongsi
2013-07-04,26.166666666666668,71.04166666666667,35623.614840351576,Dongsi
2013-07-05,18.833333333333332,35.5,35580.55604994091,Dongsi
2013-07-06,53.5,94.0,35442.91808395446,Dongsi
2013-07-07,90.875,97.125,35214.85218240739,Dongsi
2013-07-08,98.54166666666667,76.79166666666667,34900.509585314874,Dongsi
2013-07-09,94.29166666666667,51.291666666666664,34504.04153269207,Dongsi
2013-07-10,35.083333333333336,24.5,34029.59926455416,Dongsi
2013-07-11,40.666666666666664,44.5,33481.334020916314,Dongsi
2013-07-12,75.29166666666667,72.66666666666667,32863.3970417937,Dongsi
2013-07-13,122.58333333333333,96.58333333333333,32179.93956720147,Dongsi
2013-07-14,97.25,78.2550970204971,31435.112837154815,Dongsi
2013-07-15,53.958333333333336,38.166666666666664,30633.06809166889,Dongsi
2013-07-16,24.083333333333332,29.0,29777.956570758874,Dongsi
2013-07-17,42.5,86.25,28873.929514439926,Dongsi
2013-07-18,150.625,133.54166666666666,27925.138162727224,Dongsi
2013-07-19,149.79166666666666,131.0,26935.733755635927,Dongsi
2013-07-20,101.83333333333333,120.0,25909.867533181216,Dongsi
2013-07-21,70.5,73.58333333333333,24851.690735378255,Dongsi
2013-07-22,98.79166666666667,113.04166666666667,23765.354602242205,Dongsi
2013-07-23,42.833333333333336,69.04166666666667,22655.010373788245,Dongsi
2013-07-24,39.71340421250131,72.47774625889072,21524.809290031542,Dongsi
2013-07-25,32.25,81.08333333333333,20378.90259098726,Dongsi
2013-07-26,53.583333333333336,84.625,19221.441516670577,Dongsi
2013-07-27,118.83333333333333,122.04166666666667,18056.577307096657,Dongsi
2013-07-28,73.41666666666667,73.45833333333333,16888.461202280665,Dongsi
2013-07-29,68.58333333333333,116.08333333333333,15721.24444223778,Dongsi
2013-07-30,117.2065358069791,131.29090503138127,14559.078266983159,Dongsi
2013-07-31,40.17582907948452,45.939347563310186,13406.113916531978,Dongsi
2013-08-01,45.083333333333336,38.79057946701193,12266.502630899407,Dongsi
2013-08-02,86.33333333333333,76.33333333333333,11144.395650100612,Dongsi
2013-08-03,31.916666666666668,54.166666666666664,10043.944214150762,Dongsi
2013-08-04,97.5,118.29166666666667,8969.29956306503,Dongsi
2013-08-05,47.416666666666664,51.041666666666664,7924.61293685858,Dongsi
2013-08-06,147.95833333333334,179.29166666666666,6914.035575546583,Dongsi
2013-08-07,39.041666666666664,35.228555180678256,5941.718719144209,Dongsi
2013-08-08,34.166666666666664,68.125,5011.813607666624,Dongsi
2013-08-09,53.38298316565905,86.13303996200493,4128.4714811290005,Dongsi
2013-08-10,88.93751741986755,153.3387899190543,3295.843579546506,Dongsi
2013-08-11,85.70753450836112,183.65257353932475,2518.0811429343094,Dongsi
2013-08-12,32.947741960142,64.8500102787447,1799.33541130758,Dongsi
2013-08-13,86.58333333333333,94.0,1232.3342069262746,Dongsi
2013-08-14,68.58333333333333,109.20833333333333,925.0,Dongsi
2013-08-15,119.41666666666667,142.58333333333334,1220.8333333333333,Dongsi
2013-08-16,139.125,165.29166666666666,1723.416280429864,Dongsi
2013-08-17,48.875,70.91666666666667,804.1666666666666,Dongsi
2013-08-18,12.875,34.208333333333336,566.6666666666666,Dongsi
2013-08-19,22.25,50.916666666666664,720.6831904221854,Dongsi
2013-08-20,96.16666666666667,139.20833333333334,1455.913056835624,Dongsi
2013-08-21,107.91666666666667,97.5,1332.2242138417323,Dongsi
2013-08-22,120.95833333333333,139.20833333333334,1451.8037709667396,Dongsi
2013-08-23,60.875,72.25,1012.5,Dongsi
2013-08-24,35.458333333333336,89.29166666666667,798.2400124029406,Dongsi
2013-08-25,42.208333333333336,91.41666666666667,880.7580076221602,Dongsi
2013-08-26,56.125,114.75,1079.1666666666667,Dongsi
2013-08-27,59.375,80.875,1475.0,Dongsi
2013-08-28,74.58333333333333,71.29166666666667,2289.1926097587316,Dongsi
2013-08-29,28.916666666666668,41.833333333333336,966.6666666666666,Dongsi
2013-08-30,9.125,22.625,495.8333333333333,Dongsi
2013-08-31,18.958333333333332,50.625,754.1666666666666,Dongsi
2013-09-01,45.583333333333336,87.29166666666667,1295.8333333333333,Dongsi
2013-09-02,56.541666666666664,76.375,1183.3333333333333,Dongsi
2013-09-03,102.625,123.33333333333333,1466.6666666666667,Dongsi
2013-09-04,71.45833333333333,68.08333333333333,1287.5,Dongsi
2013-09-05,21.583333333333332,23.471332993662667,766.6666666666666,Dongsi
2013-09-06,66.91666666666667,66.83333333333333,1729.1666666666667,Dongsi
2013-09-07,75.54166666666667,84.75,1608.3333333333333,Dongsi
2013-09-08,113.75,142.5,2000.0,Dongsi
2013-09-09,79.83333333333333,79.875,1066.6666666666667,Dongsi
2013-09-10,58.791666666666664,80.5,664.4122784478392,Dongsi
2013-09-11,70.95833333333333,109.33333333333333,1177.4869733264795,Dongsi
2013-09-12,157.08333333333334,186.04166666666666,1799.3971571118425,Dongsi
2013-09-13,99.20833333333333,109.70833333333333,1460.5749862415967,Dongsi
2013-09-14,68.75,73.95833333333333,1279.1666666666667,Dongsi
2013-09-15,22.291666666666668,52.458333333333336,745.8333333333334,Dongsi
2013-09-16,49.708333333333336,91.08333333333333,1404.1666666666667,Dongsi
2013-09-17,88.45833333333333,114.625,2528.06101098376,Dongsi
2013-09-18,109.54166666666667,95.0,2641.6666666666665,Dongsi
2013-09-19,118.41666666666667,110.45833333333333,1984.2505483226596,Dongsi
2013-09-20,57.958333333333336,62.541666666666664,1041.5416666666667,Dongsi
2013-09-21,52.625,88.41666666666667,1012.5,Dongsi
2013-09-22,69.79166666666667,103.95833333333333,1304.1666666666667,Dongsi
2013-09-23,37.083333333333336,47.583333333333336,970.9026339451001,Dongsi
2013-09-24,14.083333333333334,27.291666666666668,588.6923167271856,Dongsi
2013-09-25,11.0,33.375,625.0,Dongsi
2013-09-26,46.208333333333336,88.25,1004.1666666666666,Dongsi
2013-09-27,179.75,217.0,2066.6666666666665,Dongsi
2013-09-28,235.83333333333334,244.75,1540.13752266932,Dongsi
2013-09-29,231.04166666666666,191.125,1662.5,Dongsi
2013-09-30,145.70833333333334,118.41666666666667,1779.1666666666667,Dongsi
2013-10-01,76.41666666666667,75.58333333333333,1382.470654973489,Dongsi
2013-10-02,20.041666666666668,21.27543694473682,416.6666666666667,Dongsi
2013-10-03,68.41666666666667,84.91666666666667,1541.6666666666667,Dongsi
2013-10-04,143.95833333333334,162.54166666666666,2516.6666666666665,Dongsi
2013-10-05,292.2083333333333,307.25,2570.8333333333335,Dongsi
2013-10-06,255.0,197.75,2979.1666666666665,Dongsi
2013-10-07,141.79166666666666,95.16666666666667,1483.3333333333333,Dongsi
2013-10-08,78.97952438869909,78.54166666666667,1054.1666666666667,Dongsi
2013-10-09,142.04166666666666,165.20833333333334,1775.0,Dongsi
2013-10-10,80.25,97.0,929.1666666666666,Dongsi
2013-10-11,53.875,81.83333333333333,929.1666666666666,Dongsi
2013-10-12,67.625,83.75,1008.3333333333334,Dongsi
2013-10-13,52.375,59.458333333333336,1000.0,Dongsi
2013-10-14,35.083333333333336,44.0,720.8333333333334,Dongsi
2013-10-15,19.458333333333332,29.166666666666668,462.5,Dongsi
2013-10-16,57.76601938172797,34.916666666666664,891.6666666666666,Dongsi
2013-10-17,115.87790510887403,84.54166666666667,1712.5,Dongsi
2013-10-18,238.70833333333334,240.125,2412.5,Dongsi
2013-10-19,74.08333333333333,68.29440633177596,766.6666666666666,Dongsi
2013-10-20,25.041666666666668,34.375,554.1666666666666,Dongsi
2013-10-21,88.0,109.75,1171.9200688862827,Dongsi
2013-10-22,133.20833333333334,148.08333333333334,1706.263015986883,Dongsi
2013-10-23,27.416666666666668,67.08333333333333,637.5,Dongsi
2013-10-24,20.5,39.833333333333336,583.3333333333334,Dongsi
2013-10-25,45.063281666007136,62.041666666666664,969.2470652877587,Dongsi
2013-10-26,62.791666666666664,80.0,900.0,Dongsi
2013-10-27,198.08333333333334,223.5,2162.5,Dongsi
2013-10-28,273.875,292.1666666666667,3200.0,Dongsi
2013-10-29,38.791666666666664,40.28520601836491,808.3333333333334,Dongsi
2013-10-30,83.79166666666667,100.16666666666667,1254.1666666666667,Dongsi
2013-10-31,146.41666666666666,156.625,1695.8333333333333,Dongsi
2013-11-01,195.375,196.20833333333334,2008.3333333333333,Dongsi
2013-11-02,266.0416666666667,221.29166666666666,2100.0,Dongsi
2013-11-03,56.5,54.208333333333336,837.5,Dongsi
2013-11-04,35.541666666666664,47.958333333333336,825.0,Dongsi
2013-11-05,176.79166666666666,208.5,2570.8333333333335,Dongsi
2013-11-06,104.66666666666667,133.83333333333334,1604.1666666666667,Dongsi
2013-11-07,33.666666666666664,45.583333333333336,645.8333333333334,Dongsi
2013-11-08,147.04166666666666,167.79166666666666,2483.3333333333335,Dongsi
2013-11-09,94.66666666666667,103.95833333333333,1620.8333333333333,Dongsi
2013-11-10,19.041666666666668,31.166666666666668,403.5278527917485,Dongsi
2013-11-11,33.958333333333336,43.708333333333336,600.0,Dongsi
2013-11-12,58.416666666666664,66.625,1320.8333333333333,Dongsi
2013-11-13,171.79166666666666,179.20833333333334,4439.19558079498,Dongsi
2013-11-14,65.00446010824525,93.58158471636862,11898.44580717595,Dongsi
2013-11-15,113.5,200.08333333333334,18518.717747958886,Dongsi
2013-11-16,48.583333333333336,106.75,24323.58543270417,Dongsi
2013-11-17,9.458333333333334,22.625,29349.8758117923,Dongsi
2013-11-18,8.875,19.375,33634.415835603766,Dongsi
2013-11-19,36.291666666666664,45.25,37214.03245451906,Dongsi
2013-11-20,62.125,73.5,40125.552618918686,Dongsi
2013-11-21,109.16666666666667,116.54166666666667,42405.80327918313,Dongsi
2013-11-22,161.16666666666666,154.75,44091.61138569288,Dongsi
2013-11-23,229.04166666666666,218.66666666666666,45219.80388882846,Dongsi
2013-11-24,87.08333333333333,154.70833333333334,45827.207738970326,Dongsi
2013-11-25,17.708333333333332,29.083333333333332,45950.64988649899,Dongsi
2013-11-26,17.041666666666668,53.208333333333336,45626.95728179496,Dongsi
2013-11-27,5.958333333333333,39.208333333333336,44892.95687523871,Dongsi
2013-11-28,21.625,34.041666666666664,43785.47561721075,Dongsi
2013-11-29,66.125,71.33333333333333,42341.34045809156,Dongsi
2013-11-30,35.958333333333336,50.708333333333336,40597.378348261635,Dongsi
2013-12-01,83.5,90.54166666666667,38590.41623810148,Dongsi
2013-12-02,116.29166666666667,121.08333333333333,36357.28107799159,Dongsi
2013-12-03,80.66666666666667,90.875,33934.79981831245,Dongsi
2013-12-04,99.95833333333333,103.25,31359.79940944456,Dongsi
2013-12-05,41.875,52.0,28669.106801768416,Dongsi
2013-12-06,140.25,135.33333333333334,25899.548945664505,Dongsi
2013-12-07,305.5833333333333,283.0,23087.952791513326,Dongsi
2013-12-08,227.08333333333334,199.5,20271.145289695378,Dongsi
2013-12-09,13.5,9.708333333333334,17485.95339059115,Dongsi
2013-12-10,19.416666666666668,38.625,14769.204044581138,Dongsi
2013-12-11,22.416666666666668,26.041666666666668,12157.724202045836,Dongsi
2013-12-12,16.708333333333332,27.166666666666668,9688.34081336574,Dongsi
2013-12-13,58.833333333333336,67.91666666666667,7397.880828921341,Dongsi
2013-12-14,51.75,55.875,5323.171199093137,Dongsi
2013-12-15,40.666666666666664,40.791666666666664,3501.0388742616215,Dongsi
2013-12-16,140.69614829087917,145.625,1968.3108048072888,Dongsi
2013-12-17,81.33333333333333,70.08333333333333,814.18288180665,Dongsi
2013-12-18,43.958333333333336,42.708333333333336,576.3857959811533,Dongsi
2013-12-19,41.708333333333336,47.708333333333336,1021.676347641886,Dongsi
2013-12-20,34.041666666666664,40.166666666666664,1037.5,Dongsi
2013-12-21,67.625,72.83333333333333,1320.8333333333333,Dongsi
2013-12-22,150.79166666666666,158.79166666666666,2620.8333333333335,Dongsi
2013-12-23,134.70833333333334,143.33333333333334,2808.3333333333335,Dongsi
2013-12-24,279.2083333333333,310.7083333333333,6300.0,Dongsi
2013-12-25,158.16666666666666,213.0,3112.5,Dongsi
2013-12-26,8.25,18.666666666666668,395.8333333333333,Dongsi
2013-12-27,20.625,20.833333333333332,775.1150418047927,Dongsi
2013-12-28,17.041666666666668,17.75,654.225873000841,Dongsi
2013-12-29,65.70833333333333,87.25,2245.8333333333335,Dongsi
2013-12-30,37.083333333333336,70.79166666666667,1142.0345155777925,Dongsi
2013-12-31,56.208333333333336,129.25,1487.5,Dongsi
2014-01-01,56.083333333333336,99.75,2013.2067133827543,Dongsi
2014-01-02,129.375,169.83333333333334,3754.1666666666665,Dongsi
2014-01-03,50.583333333333336,91.75,1116.6666666666667,Dongsi
2014-01-04,130.25,138.25,2337.5,Dongsi
2014-01-05,90.83333333333333,78.5,1725.0,Dongsi
2014-01-06,133.79166666666666,109.91666666666667,2212.5,Dongsi
2014-01-07,103.0,82.16666666666667,1675.0,Dongsi
2014-01-08,17.5,9.458333333333334,441.6666666666667,Dongsi
2014-01-09,25.166666666666668,32.291666666666664,775.0,Dongsi
2014-01-10,67.83333333333333,39.75,2021.027906277238,Dongsi
2014-01-11,134.875,16.666666666666668,3070.8333333333335,Dongsi
2014-01-12,24.64200410070539,8.228504995293315,705.2885191250625,Dongsi
2014-01-13,103.91666666666667,101.04166666666667,2475.0,Dongsi
2014-01-14,101.5,117.375,2616.6666666666665,Dongsi
2014-01-15,180.08333333333334,199.54166666666666,2779.1666666666665,Dongsi
2014-01-16,411.9166666666667,412.2083333333333,4808.333333333333,Dongsi
2014-01-17,172.54166666666666,150.83333333333334,2487.5,Dongsi
2014-01-18,84.58333333333333,78.20833333333333,1816.6666666666667,Dongsi
2014-01-19,124.80032458271124,197.21236139571116,2761.7534125612224,Dongsi
2014-01-20,7.958333333333333,37.083333333333336,350.0,Dongsi
2014-01-21,41.666666666666664,48.291666666666664,1133.3333333333333,Dongsi
2014-01-22,130.08333333333334,141.58333333333334,595.8333333333334,Dongsi
2014-01-23,241.42361381447736,270.88646054271777,2523.997815798549,Dongsi
2014-01-24,140.95833333333334,149.83333333333334,2466.6666666666665,Dongsi
2014-01-25,22.554574803024096,42.573431135254744,703.3997058130818,Dongsi
2014-01-26,46.721346502650384,68.28150412949263,1083.3333333333333,Dongsi
2014-01-27,82.20833333333333,116.70833333333333,1675.0,Dongsi
2014-01-28,38.083333333333336,71.75,983.3333333333334,Dongsi
2014-01-29,122.25,137.54166666666666,2350.0,Dongsi
2014-01-30,67.75,87.25,1204.1666666666667,Dongsi
2014-01-31,143.91666666666666,176.91666666666666,1533.3333333333333,Dongsi
2014-02-01,138.125,130.66666666666666,2054.1666666666665,Dongsi
2014-02-02,71.41666666666667,98.95833333333333,1175.0,Dongsi
2014-02-03,5.916666666666667,32.291666666666664,254.16666666666666,Dongsi
2014-02-04,26.791666666666668,44.208333333333336,608.3333333333334,Dongsi
2014-02-05,87.875,98.08333333333333,1633.3333333333333,Dongsi
2014-02-06,121.5,115.41666666666667,2204.1666666666665,Dongsi
2014-02-07,87.79166666666667,64.66666666666667,1354.1666666666667,Dongsi
2014-02-08,52.875,36.416666666666664,985.7318156447938,Dongsi
2014-02-09,9.833333333333334,12.708333333333334,375.3734373905781,Dongsi
2014-02-10,23.833333333333332,21.375,601.731880756162,Dongsi
2014-02-11,113.47300677249751,100.46400219453909,2208.976538844543,Dongsi
2014-02-12,124.93948046975252,112.2370993542354,2157.898392814788,Dongsi
2014-02-13,190.33333333333334,172.0,2733.368271386586,Dongsi
2014-02-14,290.4166666666667,282.0833333333333,3197.97668062781,Dongsi
2014-02-15,426.3333333333333,394.9166666666667,3732.4000363864675,Dongsi
2014-02-16,309.1666666666667,257.5833333333333,2976.621264415952,Dongsi
2014-02-17,77.375,60.666666666666664,1809.5167764439714,Dongsi
2014-02-18,64.98636360610193,57.44876013780138,740.6490522846565,Dongsi
2014-02-19,63.625,66.45833333333333,1442.2216606994205,Dongsi
2014-02-20,210.70833333333334,219.58333333333334,2383.3333333333335,Dongsi
2014-02-21,253.375,263.875,2778.4996171752487,Dongsi
2014-02-22,251.70833333333334,270.5,3345.8333333333335,Dongsi
2014-02-23,201.58333333333334,228.125,3641.772010936049,Dongsi
2014-02-24,260.9526399679928,324.31272223484694,5175.666934824433,Dongsi
2014-02-25,396.3523254049887,383.2912246799426,5125.68258413941,Dongsi
2014-02-26,370.66386535133415,322.3652460388042,5047.473574974177,Dongsi
2014-02-27,18.166666666666668,6.708333333333333,445.8333333333333,Dongsi
2014-02-28,78.58333333333333,60.291666666666664,1462.5,Dongsi
2014-03-01,71.45833333333333,65.0,1270.8333333333333,Dongsi
2014-03-02,133.66666666666666,150.79166666666666,2791.6666666666665,Dongsi
2014-03-03,222.08333333333334,228.5,4662.5,Dongsi
2014-03-04,52.69770235461192,54.75,966.6666666666666,Dongsi
2014-03-05,22.75,23.041666666666668,683.3333333333334,Dongsi
2014-03-06,17.166666666666668,17.458333333333332,495.8333333333333,Dongsi
2014-03-07,55.208333333333336,65.75,1120.8333333333333,Dongsi
2014-03-08,144.54166666666666,162.16666666666666,2691.6666666666665,Dongsi
2014-03-09,96.75,102.08333333333333,1633.3333333333333,Dongsi
2014-03-10,79.91666666666667,91.20833333333333,1845.8333333333333,Dongsi
2014-03-11,178.45833333333334,186.33333333333334,2625.0,Dongsi
2014-03-12,12.791666666666666,14.375,437.5,Dongsi
2014-03-13,23.041666666666668,62.75,666.6666666666666,Dongsi
2014-03-14,21.416666666666668,69.29166666666667,533.3333333333334,Dongsi
2014-03-15,103.33333333333333,174.04166666666666,1641.6666666666667,Dongsi
2014-03-16,115.125,176.45833333333334,2179.1666666666665,Dongsi
2014-03-17,87.83333333333333,203.16666666666666,1304.1666666666667,Dongsi
2014-03-18,36.75,87.875,695.8333333333334,Dongsi
2014-03-19,46.916666666666664,73.08333333333333,800.0,Dongsi
2014-03-20,10.458333333333334,14.375,395.8333333333333,Dongsi
2014-03-21,24.75,43.208333333333336,770.8333333333334,Dongsi
2014-03-22,60.333333333333336,135.375,870.8333333333334,Dongsi
2014-03-23,142.0,176.83333333333334,1612.5,Dongsi
2014-03-24,233.79166666666666,261.625,2200.0,Dongsi
2014-03-25,200.66666666666666,241.375,1737.5,Dongsi
2014-03-26,294.2916666666667,335.375,2283.3333333333335,Dongsi
2014-03-27,253.95468045256894,303.67332574690056,2740.6125973428607,Dongsi
2014-03-28,128.75,161.45833333333334,1787.5,Dongsi
2014-03-29,42.166666666666664,83.08333333333333,654.1666666666666,Dongsi
2014-03-30,33.0,78.16666666666667,575.0,Dongsi
2014-03-31,149.66666666666666,196.29166666666666,1904.1666666666667,Dongsi
2014-04-01,122.5,123.08333333333333,1229.1666666666667,Dongsi
2014-04-02,110.45833333333333,175.83333333333334,1058.3333333333333,Dongsi
2014-04-03,19.875,78.70833333333333,404.1666666666667,Dongsi
2014-04-04,31.208333333333332,135.66666666666666,550.0,Dongsi
2014-04-05,23.791666666666668,89.54166666666667,379.1666666666667,Dongsi
2014-04-06,55.5,144.41666666666666,670.8333333333334,Dongsi
2014-04-07,100.75,176.375,854.1666666666666,Dongsi
2014-04-08,172.875,245.70833333333334,1616.6666666666667,Dongsi
2014-04-09,113.375,223.95833333333334,950.0,Dongsi
